address,area,city,country,id,image_url,lat,lng,mobile_reserve_url,name,phone,postal_code,price,reserve_url,state
107 S. Church St,Dallas - Fort Worth,McKinney,US,50890,https://www.opentable.com/img/restimages/50890.jpg,33.19632,-96.617046,http://mobile.opentable.com/opentable/?restId=50890,Cafe Malaga,9725429996,75069,3,http://www.opentable.com/single.aspx?rid=50890,TX
4513 Travis,Dallas - Fort Worth,Dallas,US,103006,https://www.opentable.com/img/restimages/103006.jpg,32.822795,-96.790946,http://mobile.opentable.com/opentable/?restId=103006,Smyth,2145200900x,75205,2,http://www.opentable.com/single.aspx?rid=103006,TX
700 Six Flags Drive,Dallas - Fort Worth,Arlington,US,114019,https://www.opentable.com/img/restimages/114019.jpg,32.752888,-97.066669,http://mobile.opentable.com/opentable/?restId=114019,Humperdinks - Arlington,8176408553,76011,2,http://www.opentable.com/single.aspx?rid=114019,TX
5450 West Lovers Lane #225,Dallas - Fort Worth,Dallas,US,57880,https://www.opentable.com/img/restimages/57880.jpg,32.851176,-96.818962,http://mobile.opentable.com/opentable/?restId=57880,Bijoux,2143506100x,75209,3,http://www.opentable.com/single.aspx?rid=57880,TX
2063 Town East Mall,Dallas - Fort Worth,Mesquite,US,95938,https://www.opentable.com/img/restimages/95938.jpg,32.807264,-96.624708,http://mobile.opentable.com/opentable/?restId=95938,Buca di Beppo - Mesquite,9722792822x,75150,2,http://www.opentable.com/single.aspx?rid=95938,TX
2520 Cedar Springs,Dallas - Fort Worth,Dallas,US,76489,https://www.opentable.com/img/restimages/76489.jpg,32.798479,-96.805405,http://mobile.opentable.com/opentable/?restId=76489,Primebar,2142964437x,75201,2,http://www.opentable.com/single.aspx?rid=76489,TX
8898 Coleman Blvd.,Dallas - Fort Worth,Frisco,US,111103,https://www.opentable.com/img/restimages/111103.jpg,33.152233,-96.83497,http://mobile.opentable.com/opentable/?restId=111103,Nola Grill,9723776652x,75034,3,http://www.opentable.com/single.aspx?rid=111103,TX
2440 Victory Park,Dallas - Fort Worth,Dallas,US,98527,https://www.opentable.com/img/restimages/98527.jpg,32.788621,-96.809173,http://mobile.opentable.com/opentable/?restId=98527,Cook Hall - Dallas,2143974111x,75219,2,http://www.opentable.com/single.aspx?rid=98527,TX
2927 N. Henderson,Dallas - Fort Worth,Dallas,US,5175,https://www.opentable.com/img/restimages/5175.jpg,32.82096,-96.785561,http://mobile.opentable.com/opentable/?restId=5175,Hibiscus,2148272927x,75206,3,http://www.opentable.com/single.aspx?rid=5175,TX
11909 Preston Rd,Dallas - Fort Worth,Dallas,US,75541,https://www.opentable.com/img/restimages/75541.jpg,32.911342,-96.805247,http://mobile.opentable.com/opentable/?restId=75541,Meso Maya - Preston Forest,4697264390,75230,2,http://www.opentable.com/single.aspx?rid=75541,TX
7501 Lone Star Drive,Dallas - Fort Worth,Plano,US,111940,https://www.opentable.com/img/restimages/111940.jpg,33.080032,-96.823689,http://mobile.opentable.com/opentable/?restId=111940,Mexican Sugar,9729430984x,75024,2,http://www.opentable.com/single.aspx?rid=111940,TX
4565 West Dublin-Granville Rd,Columbus,Dublin,US,111703,https://www.opentable.com/img/restimages/111703.jpg,40.099559,-83.107886,http://mobile.opentable.com/opentable/?restId=111703,Montgomery Inn - Columbus,6147917427x,43017,2,http://www.opentable.com/single.aspx?rid=111703,OH
6242 Sawmill Road,Columbus,Dublin,US,110209,https://www.opentable.com/img/restimages/110209.jpg,40.093108,-83.0916,http://mobile.opentable.com/opentable/?restId=110209,BD's Mongolian Grill – Dublin,6147988300,43017,2,http://www.opentable.com/single.aspx?rid=110209,OH
266 East Main St,Columbus,New Albany,US,93331,https://www.opentable.com/img/restimages/93331.jpg,40.084033,-82.804884,http://mobile.opentable.com/opentable/?restId=93331,Ella Restaurant + Bar,6148554600x,43054,2,http://www.opentable.com/single.aspx?rid=93331,OH
1600 West Lane Ave,Columbus,Upper Arlington,US,117997,https://www.opentable.com/img/restimages/117997.jpg,40.00714,-83.052257,http://mobile.opentable.com/opentable/?restId=117997,Hudson 29,6144870622x,43221,3,http://www.opentable.com/single.aspx?rid=117997,OH
65 South Main Street,Columbus,Johnstown,US,113755,https://www.opentable.com/img/restimages/113755.jpg,40.152539,-82.684175,http://mobile.opentable.com/opentable/?restId=113755,Old Horseshoe Restaurant & Tavern,7409673663x,43031,2,http://www.opentable.com/single.aspx?rid=113755,OH
503 S. Front St.,Columbus,Columbus,US,114139,https://www.opentable.com/img/restimages/114139.jpg,39.951417,-83.001038,http://mobile.opentable.com/opentable/?restId=114139,Mojo TaGO,6149616656x,43215,3,http://www.opentable.com/single.aspx?rid=114139,OH
2891 E. Main Street,Columbus,Columbus,US,12364,https://www.opentable.com/img/restimages/12364.jpg,39.956774,-82.921332,http://mobile.opentable.com/opentable/?restId=12364,The Top Steak House,6142318238,43209,3,http://www.opentable.com/single.aspx?rid=12364,OH
50 North Third Street,Columbus,Columbus,US,7367,https://www.opentable.com/img/restimages/7367.jpg,39.963596,-82.998212,http://mobile.opentable.com/opentable/?restId=7367,Latitude 41,6142337541x,43205,2,http://www.opentable.com/single.aspx?rid=7367,OH
3799 Worth Ave,Columbus,Columbus,US,110188,https://www.opentable.com/img/restimages/110188.jpg,40.054409,-82.917455,http://mobile.opentable.com/opentable/?restId=110188,BD's Mongolian Grill - Easton,6144711000,43219,2,http://www.opentable.com/single.aspx?rid=110188,OH
1245 Olentangy River Road,Columbus,Columbus,US,5401,https://www.opentable.com/img/restimages/5401.jpg,39.986,-83.024,http://mobile.opentable.com/opentable/?restId=5401,Columbus Fish Market - Grandview,6142913474,43212,2,http://www.opentable.com/single.aspx?rid=5401,OH
4040 Easton Station,Columbus,Columbus,US,95767,https://www.opentable.com/img/restimages/95767.jpg,40.04982,-82.91367,http://mobile.opentable.com/opentable/?restId=95767,Texas de Brazil - Columbus,6144724072x,43219,3,http://www.opentable.com/single.aspx?rid=95767,OH
263 E. Whittier,Columbus,Columbus,US,5325,https://www.opentable.com/img/restimages/5325.jpg,39.944,-82.99,http://mobile.opentable.com/opentable/?restId=5325,Barcelona Restaurant & Bar,6144433699x,43206,3,http://www.opentable.com/single.aspx?rid=5325,OH
11310 Jackson Dr.,Columbus,The Plains,US,113356,https://www.opentable.com/img/restimages/113356.jpg,39.364218,-82.117676,http://mobile.opentable.com/opentable/?restId=113356,Rickshaw Thai,7408569502x,45780,2,http://www.opentable.com/single.aspx?rid=113356,OH
201 S. High St.,Columbus,Columbus,US,82828,https://www.opentable.com/img/restimages/82828.jpg,39.957982,-82.999844,http://mobile.opentable.com/opentable/?restId=82828,De Novo,6142228830x,43215,2,http://www.opentable.com/single.aspx?rid=82828,OH
4230 The Strand,Columbus,Columbus,US,113596,https://www.opentable.com/img/restimages/113596.jpg,40.054352,-82.915064,http://mobile.opentable.com/opentable/?restId=113596,Cooper's Hawk Winery & Restaurant - Columbus,6144286999x,43219,2,http://www.opentable.com/single.aspx?rid=113596,OH
45 North Third Street,Columbus,Columbus,US,6654,https://www.opentable.com/img/restimages/6654.jpg,39.963505,-82.998194,http://mobile.opentable.com/opentable/?restId=6654,Mitchell's Steakhouse - Columbus Downtown,6146212333,43215,3,http://www.opentable.com/single.aspx?rid=6654,OH
90 S. Main St.,Columbus,Johnstown,US,117586,https://www.opentable.com/img/restimages/117586.jpg,40.15242,-82.683077,http://mobile.opentable.com/opentable/?restId=117586,Pizza Burg,7409673444x,43031,2,http://www.opentable.com/single.aspx?rid=117586,OH
215 N. Fourth St.,Columbus,Columbus,US,116098,https://www.opentable.com/img/restimages/116098.jpg,39.96727,-82.997612,http://mobile.opentable.com/opentable/?restId=116098,Wolf's Ridge Brewing,6144293936x,43215,2,http://www.opentable.com/single.aspx?rid=116098,OH
8781 Lyra Drive,Columbus,Columbus,US,87070,https://www.opentable.com/img/restimages/87070.jpg,40.14504,-82.975331,http://mobile.opentable.com/opentable/?restId=87070,Benihana - Columbus,6144363705x,43240,2,http://www.opentable.com/single.aspx?rid=87070,OH
170 N Sunbury Rd,Columbus,Westerville,US,29131,https://www.opentable.com/img/restimages/29131.jpg,40.129413,-82.88518,http://mobile.opentable.com/opentable/?restId=29131,Bel Lago,614-891-0200x,43081,2,http://www.opentable.com/single.aspx?rid=29131,OH
772 N. High St.,Columbus,Columbus,US,30412,https://www.opentable.com/img/restimages/30412.jpg,39.97818,-83.003586,http://mobile.opentable.com/opentable/?restId=30412,L'Antibes,6142911666,43215,3,http://www.opentable.com/single.aspx?rid=30412,OH
4014 Townsfair Way,Columbus,Columbus,US,60457,https://www.opentable.com/img/restimages/60457.jpg,40.049135,-82.914684,http://mobile.opentable.com/opentable/?restId=60457,The Melting Pot - Columbus,6144765500,43219,3,http://www.opentable.com/single.aspx?rid=60457,OH
1223 Goodale Blvd,Columbus,Grandview Heights,US,138628,https://www.opentable.com/img/restimages/138628.jpg,39.974659,-83.036404,http://mobile.opentable.com/opentable/?restId=138628,Red Hook Grill,6142231288x,43212,2,http://www.opentable.com/single.aspx?rid=138628,OH
4416 N. High St.,Columbus,Columbus,US,103969,https://www.opentable.com/img/restimages/103969.jpg,40.052276,-83.020045,http://mobile.opentable.com/opentable/?restId=103969,The Wine Bistro - Clintonville,6142624416,43214,2,http://www.opentable.com/single.aspx?rid=103969,OH
122 E. Main Street,Columbus,Columbus,US,71200,https://www.opentable.com/img/restimages/71200.jpg,39.956661,-82.996113,http://mobile.opentable.com/opentable/?restId=71200,SideBar 122,6142289041,43215,2,http://www.opentable.com/single.aspx?rid=71200,OH
2501 N Harwood St.,Dallas - Fort Worth,Dallas,US,105559,https://www.opentable.com/img/restimages/105559.jpg,32.791833,-96.806134,http://mobile.opentable.com/opentable/?restId=105559,Mercat,2149530917x,75201,2,http://www.opentable.com/single.aspx?rid=105559,TX
111 West 4th Street,Dallas - Fort Worth,Ft. Worth,US,24916,https://www.opentable.com/img/restimages/24916.jpg,32.754448,-97.331205,http://mobile.opentable.com/opentable/?restId=24916,Simply Fondue - Ft Worth,8173480633x,76102,3,http://www.opentable.com/single.aspx?rid=24916,TX
525 Meadow Creek Dr,Dallas - Fort Worth,Irving,US,73009,https://www.opentable.com/img/restimages/73009.jpg,32.883527,-96.952541,http://mobile.opentable.com/opentable/?restId=73009,Table and Tavern,2143909801,75039,2,http://www.opentable.com/single.aspx?rid=73009,TX
2401 E Lamar Blvd,Dallas - Fort Worth,Arlington,US,140143,https://www.opentable.com/img/restimages/140143.jpg,32.76246,-97.067443,http://mobile.opentable.com/opentable/?restId=140143,R Bar & Grill Arlington,8176403322,76006,2,http://www.opentable.com/single.aspx?rid=140143,TX
5411 Beltline Road,Dallas - Fort Worth,Dallas,US,104986,https://www.opentable.com/img/restimages/104986.jpg,32.954268,-96.813603,http://mobile.opentable.com/opentable/?restId=104986,Ivy Kitchen,2143067444x,75254,2,http://www.opentable.com/single.aspx?rid=104986,TX
10720 Preston Road,Dallas - Fort Worth,Dallas,US,101068,https://www.opentable.com/img/restimages/101068.jpg,32.893896,-96.802763,http://mobile.opentable.com/opentable/?restId=101068,NHS Bar & Grill,2143681101x,75230,2,http://www.opentable.com/single.aspx?rid=101068,TX
15101 Addison Rd.,Dallas - Fort Worth,Addison,US,39355,https://www.opentable.com/img/restimages/39355.jpg,32.954314,-96.830165,http://mobile.opentable.com/opentable/?restId=39355,Texas de Brazil - Addison,9723851000,75001,3,http://www.opentable.com/single.aspx?rid=39355,TX
5840 Legacy Circle,Dallas - Fort Worth,Plano,US,87121,https://www.opentable.com/img/restimages/87121.jpg,33.080884,-96.822754,http://mobile.opentable.com/opentable/?restId=87121,Benihana - Plano,4694672242,75024,2,http://www.opentable.com/single.aspx?rid=87121,TX
2400 Victory Park Lane,Dallas - Fort Worth,Dallas,US,12637,https://www.opentable.com/img/restimages/12637.jpg,32.788969,-96.809437,http://mobile.opentable.com/opentable/?restId=12637,Kenichi - Dallas,2148718883,75219,3,http://www.opentable.com/single.aspx?rid=12637,TX
300 Rivercrest,Dallas - Fort Worth,Allen,US,97141,https://www.opentable.com/img/restimages/97141.jpg,33.109375,-96.660929,http://mobile.opentable.com/opentable/?restId=97141,Blu,972-727-7180,75002,2,http://www.opentable.com/single.aspx?rid=97141,TX
"7300 Lone Star Drive, Suite C100",Dallas - Fort Worth,Plano,US,48736,https://www.opentable.com/img/restimages/48736.jpg,33.079994,-96.822965,http://mobile.opentable.com/opentable/?restId=48736,Seasons 52 - Plano,9723128852x,75024,3,http://www.opentable.com/single.aspx?rid=48736,TX
18010 North Dallas Parkway,Dallas - Fort Worth,Dallas,US,68527,https://www.opentable.com/img/restimages/68527.jpg,32.995502,-96.828029,http://mobile.opentable.com/opentable/?restId=68527,Rafain Brazilian Steakhouse,9727331110,75287,3,http://www.opentable.com/single.aspx?rid=68527,TX
1239 Main Street,Dallas - Fort Worth,Southlake,US,106519,https://www.opentable.com/img/restimages/106519.jpg,32.942553,-97.133531,http://mobile.opentable.com/opentable/?restId=106519,TruFire Kitchen & Bar - Southlake,8174886280,76092,2,http://www.opentable.com/single.aspx?rid=106519,TX
4933 Belt Line Rd,Dallas - Fort Worth,Addison,US,114391,https://www.opentable.com/img/restimages/114391.jpg,32.954166,-96.828124,http://mobile.opentable.com/opentable/?restId=114391,Taco Diner Addison,9727026426x,75254,2,http://www.opentable.com/single.aspx?rid=114391,TX
"1628 Oak Lawn Avenue, Suite 110",Dallas - Fort Worth,Dallas,US,74404,https://www.opentable.com/img/restimages/74404.jpg,32.797222,-96.819352,http://mobile.opentable.com/opentable/?restId=74404,Oak,2147129700x,75207,3,http://www.opentable.com/single.aspx?rid=74404,TX
2720 McKinney Ave,Dallas - Fort Worth,Dallas,US,50413,https://www.opentable.com/img/restimages/50413.jpg,32.797989,-96.80131,http://mobile.opentable.com/opentable/?restId=50413,Avanti Ristorante,2148714955x,75204,3,http://www.opentable.com/single.aspx?rid=50413,TX
5760 Legacy Drive,Dallas - Fort Worth,Plano,US,114388,https://www.opentable.com/img/restimages/114388.jpg,33.07745,-96.820785,http://mobile.opentable.com/opentable/?restId=114388,Mi Cocina - Legacy,972-473-8777x,75024,2,http://www.opentable.com/single.aspx?rid=114388,TX
5741 Legacy Drive,Dallas - Fort Worth,Plano,US,95089,https://www.opentable.com/img/restimages/95089.jpg,33.078034,-96.819348,http://mobile.opentable.com/opentable/?restId=95089,Henry's Tavern - Plano,9724737252x,75024,2,http://www.opentable.com/single.aspx?rid=95089,TX
4615 West Lovers Lane,Dallas - Fort Worth,Dallas,US,95425,https://www.opentable.com/img/restimages/95425.jpg,32.851453,-96.830275,http://mobile.opentable.com/opentable/?restId=95425,Zio Cecio,2143511100,75209,3,http://www.opentable.com/single.aspx?rid=95425,TX
8220 Westchester Dr,Dallas - Fort Worth,Dallas,US,94633,https://www.opentable.com/img/restimages/94633.jpg,32.862894,-96.806542,http://mobile.opentable.com/opentable/?restId=94633,Spoon Bar & Kitchen,2143688220,75225,3,http://www.opentable.com/single.aspx?rid=94633,TX
212 South Bois D Arc,Dallas - Fort Worth,Forney,US,106321,https://www.opentable.com/img/restimages/106321.jpg,32.747606,-96.472452,http://mobile.opentable.com/opentable/?restId=106321,Crumbzz,2145419665x,75126,2,http://www.opentable.com/single.aspx?rid=106321,TX
829 E. Lamar,Dallas - Fort Worth,Arlington,US,55972,https://www.opentable.com/img/restimages/55972.jpg,32.765751,-97.09779,http://mobile.opentable.com/opentable/?restId=55972,Piccolo Mondo,8172659174,76011,3,http://www.opentable.com/single.aspx?rid=55972,TX
1800 Main Street #100,Dallas - Fort Worth,Dallas,US,71629,https://www.opentable.com/img/restimages/71629.jpg,32.781056,-96.796448,http://mobile.opentable.com/opentable/?restId=71629,Wild Salsa,2147419453x,75201,2,http://www.opentable.com/single.aspx?rid=71629,TX
4514 Travis Street,Dallas - Fort Worth,Dallas,US,107092,https://www.opentable.com/img/restimages/107092.jpg,32.822642,-96.790762,http://mobile.opentable.com/opentable/?restId=107092,Le Bilboquet - Dallas,4697302937x,75205,3,http://www.opentable.com/single.aspx?rid=107092,TX
1722 Routh Street,Dallas - Fort Worth,Dallas,US,58471,https://www.opentable.com/img/restimages/58471.jpg,32.791838,-96.795988,http://mobile.opentable.com/opentable/?restId=58471,TEI-AN,2142202828,75201,3,http://www.opentable.com/single.aspx?rid=58471,TX
57 E. Market St.,Cleveland / Akron / Canton,Akron,US,93931,https://www.opentable.com/img/restimages/93931.jpg,41.085025,-81.515763,http://mobile.opentable.com/opentable/?restId=93931,Crave - Akron,3302531234,44308,2,http://www.opentable.com/single.aspx?rid=93931,OH
49 Village Way,Cleveland / Akron / Canton,Hudson,US,51502,https://www.opentable.com/img/restimages/51502.jpg,41.241497,-81.442767,http://mobile.opentable.com/opentable/?restId=51502,One Red Door,3303423667,44236,2,http://www.opentable.com/single.aspx?rid=51502,OH
45 East Market Street,Cleveland / Akron / Canton,Akron,US,106723,https://www.opentable.com/img/restimages/106723.jpg,41.084979,-81.516162,http://mobile.opentable.com/opentable/?restId=106723,3 Point,3305356410x,44308,2,http://www.opentable.com/single.aspx?rid=106723,OH
247 Craven St,Coastal North Carolina,New Bern,US,90436,https://www.opentable.com/img/restimages/90436.jpg,35.10643,-77.03834,http://mobile.opentable.com/opentable/?restId=90436,247 Craven,2526351879,90436,2,http://www.opentable.com/single.aspx?rid=90436,NC
